(B) Sort...
/bin/rm: No match.
===> w1data/f0
4,170c4,7
< | Fri Apr  4 2008 | Royalty check            |      5,708.33  |      5,708.33  |
< | Wed Jul  9 2014 | Interest                 |      3,204.35  | (    6,525.39) |
< | Sun Jul 20 2014 | Interest                 |      2,566.93  | (    3,958.46) |
< | Mon Oct 27 2014 | Department of water & po | (    6,519.67) | (   10,478.13) |
< | Thu Dec  4 2014 | Grocery                  | (    1,938.53) | (   12,416.66) |
< | Tue Feb 24 2015 | Interest                 |      5,651.60  | (    6,765.06) |
< | Thu Mar  5 2015 | Cable TV                 | (    5,721.61) | (   12,486.67) |
< | Tue Mar 10 2015 | Paycheck                 |      4,219.69  | (    8,266.98) |
< | Tue Mar 31 2015 | Bonus                    |      4,591.32  | (    3,675.66) |
< | Fri Apr  3 2015 | Bonus                    |      6,060.86  |      2,385.20  |
< | Mon May 25 2015 | Department of water & po | (    3,102.27) | (      717.07) |
< | Thu Aug 20 2015 | Gas company              | (    5,638.57) | (    6,355.64) |
< | Sun Sep 27 2015 | Interest                 |      5,557.79  | (      797.85) |
< | Thu Nov 19 2015 | Rent                     | (    5,266.89) | (    6,064.74) |
< | Mon Nov 30 2015 | Paycheck                 |      2,364.63  | (    3,700.11) |
< | Fri Dec  4 2015 | Bonus                    |        929.87  | (    2,770.24) |
< | Tue Dec 29 2015 | Paycheck                 |      4,475.20  |      1,704.96  |
< | Wed Mar 16 2016 | Cable TV                 | (    4,635.56) | (    2,930.60) |
< | Sat Apr 30 2016 | Gasoline                 | (      244.05) | (    3,174.65) |
< | Tue May 24 2016 | Royalty check            |      1,956.57  | (    1,218.08) |
< | Mon Aug 22 2016 | Gas company              | (    1,999.22) | (    3,217.30) |
< | Mon Aug 29 2016 | Cable TV                 | (    4,001.98) | (    7,219.28) |
< | Thu Nov 24 2016 | Department of water & po | (      676.26) | (    7,895.54) |
< | Sat Mar 11 2017 | Department of water & po | (    1,927.77) | (    9,823.31) |
< | Mon Jun 12 2017 | Interest                 |      3,654.10  | (    6,169.21) |
< | Sun Jun 25 2017 | Gasoline                 | (    5,346.72) | (   11,515.93) |
< | Fri Jun 30 2017 | Cable TV                 | (    1,927.28) | (   13,443.21) |
< | Thu Jul 20 2017 | Royalty check            |      4,589.93  | (    8,853.28) |
< | Thu Sep 14 2017 | Interest                 |      1,219.75  | (    7,633.53) |
< | Thu Sep 21 2017 | Paycheck                 |      4,157.13  | (    3,476.40) |
< | Wed Oct  4 2017 | Bonus                    |      1,573.49  | (    1,902.91) |
< | Mon Oct  9 2017 | Interest                 |      3,690.79  |      1,787.88  |
< | Thu Oct 12 2017 | Grocery                  | (      377.29) |      1,410.59  |
< | Sun Nov  5 2017 | Gasoline                 | (    2,774.86) | (    1,364.27) |
< | Thu Nov 30 2017 | Interest                 |      4,788.01  |      3,423.74  |
< | Fri Jun 29 2018 | Department of water & po | (    5,008.40) | (    1,584.66) |
< | Mon Aug 20 2018 | Interest                 |      4,929.47  |      3,344.81  |
< | Wed Sep 19 2018 | Paycheck                 |      2,323.21  |      5,668.02  |
< | Fri Oct 26 2018 | Royalty check            |      5,356.41  |     11,024.43  |
< | Thu Dec 13 2018 | Gas company              | (    5,825.97) |      5,198.46  |
< | Wed Dec 26 2018 | Paycheck                 |      4,376.44  |      9,574.90  |
< | Wed Mar 13 2019 | Bonus                    |      3,426.26  |     13,001.16  |
< | Wed Mar 27 2019 | Gas company              | (    1,941.47) |     11,059.69  |
< | Sat Apr 13 2019 | Cable TV                 | (    4,755.13) |      6,304.56  |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f13
4,76c4,7
< | Sat Jan 19 2008 | Royalty check            |      3,694.95  |      3,694.95  |
< | Fri Jun  6 2008 | Phone bill               | (    4,484.92) | (      789.97) |
< | Thu Jul  3 2008 | Phone bill               | (    5,247.42) | (    6,037.39) |
< | Fri Aug  1 2008 | Rent                     | (    5,740.12) | (   11,777.51) |
< | Fri Oct 24 2008 | Gasoline                 | (    4,805.74) | (   16,583.25) |
< | Tue Dec 16 2008 | Grocery                  | (    5,216.62) | (   21,799.87) |
< | Sun Feb 22 2009 | Bonus                    |      1,827.76  | (   19,972.11) |
< | Tue Apr 14 2009 | Royalty check            |      5,963.27  | (   14,008.84) |
< | Mon Jun 29 2009 | Phone bill               | (    4,460.96) | (   18,469.80) |
< | Mon Aug 31 2009 | Paycheck                 |      4,655.43  | (   13,814.37) |
< | Sat May  1 2010 | Royalty check            |        310.27  | (   13,504.10) |
< | Wed Jun  2 2010 | Cable TV                 | (    3,320.97) | (   16,825.07) |
< | Fri Mar 25 2011 | Gas company              | (    5,449.79) | (   22,274.86) |
< | Wed Apr  6 2011 | Department of water & po | (    6,503.93) | (   28,778.79) |
< | Fri May  6 2011 | Interest                 |      4,439.06  | (   24,339.73) |
< | Thu Jul  7 2011 | Phone bill               | (    4,322.33) | (   28,662.06) |
< | Mon Oct 10 2011 | Department of water & po | (      804.84) | (   29,466.90) |
< | Tue Oct 11 2011 | Royalty check            |        578.98  | (   28,887.92) |
< | Sun Oct 16 2011 | Gas company              | (    2,692.54) | (   31,580.46) |
< | Wed Nov  9 2011 | Grocery                  | (    4,645.82) | (   36,226.28) |
< | Mon Nov 28 2011 | Royalty check            |        795.11  | (   35,431.17) |
< | Sat Dec 17 2011 | Phone bill               | (    5,678.06) | (   41,109.23) |
< | Wed Feb  8 2012 | Royalty check            |      3,804.68  | (   37,304.55) |
< | Thu Mar  8 2012 | Bonus                    |      2,871.24  | (   34,433.31) |
< | Sat Apr 14 2012 | Bonus                    |      1,746.61  | (   32,686.70) |
< | Sat Jun 16 2012 | Bonus                    |      1,692.73  | (   30,993.97) |
< | Fri Oct  5 2012 | Cable TV                 | (      470.24) | (   31,464.21) |
< | Wed Nov  7 2012 | Cable TV                 | (    1,254.98) | (   32,719.19) |
< | Sat Mar  9 2013 | Department of water & po | (    4,237.08) | (   36,956.27) |
< | Wed Mar 27 2013 | Royalty check            |      2,098.56  | (   34,857.71) |
< | Thu Jun 27 2013 | Gas company              | (    2,440.48) | (   37,298.19) |
< | Fri Oct 25 2013 | Grocery                  | (    2,425.05) | (   39,723.24) |
< | Sat Nov  9 2013 | Paycheck                 |      2,045.70  | (   37,677.54) |
< | Sat Nov 23 2013 | Bonus                    |      2,342.49  | (   35,335.05) |
< | Tue Jan  7 2014 | Interest                 |      4,766.42  | (   30,568.63) |
< | Sat Feb 15 2014 | Gasoline                 | (    2,046.41) | (   32,615.04) |
< | Sun Feb 16 2014 | Grocery                  | (    1,440.05) | (   34,055.09) |
< | Thu Mar  6 2014 | Phone bill               | (    5,286.31) | (   39,341.40) |
< | Mon Mar 17 2014 | Department of water & po | (    5,209.78) | (   44,551.18) |
< | Wed Apr  2 2014 | Paycheck                 |        449.88  | (   44,101.30) |
< | Thu May 15 2014 | Rent                     | (    3,587.56) | (   47,688.86) |
< | Sun Nov 23 2014 | Gas company              | (    5,176.08) | (   52,864.94) |
< | Thu Mar 26 2015 | Gasoline                 | (    4,650.30) | (   57,515.24) |
< | Fri May 29 2015 | Cable TV                 | (      906.42) | (   58,421.66) |
< | Fri Jul 24 2015 | Gasoline                 | (    6,261.00) | (   64,682.66) |
< | Thu Jul 30 2015 | Grocery                  | (    2,796.47) | (   67,479.13) |
< | Sun Oct 25 2015 | Department of water & po | (    4,710.75) | (   72,189.88) |
< | Sun Nov 15 2015 | Bonus                    |      4,784.18  | (   67,405.70) |
< | Tue Feb 16 2016 | Cable TV                 | (    3,293.49) | (   70,699.19) |
< | Wed May  4 2016 | Paycheck                 |      2,099.19  | (   68,600.00) |
< | Thu May  5 2016 | Interest                 |        377.53  | (   68,222.47) |
< | Thu May 26 2016 | Interest                 |      6,037.36  | (   62,185.11) |
< | Wed Jun  1 2016 | Royalty check            |        663.89  | (   61,521.22) |
< | Thu Jun 16 2016 | Department of water & po | (      124.36) | (   61,645.58) |
< | Tue Jun 21 2016 | Gas company              | (      359.99) | (   62,005.57) |
< | Mon Jul  4 2016 | Bonus                    |      1,176.17  | (   60,829.40) |
< | Tue Aug 23 2016 | Bonus                    |      5,144.91  | (   55,684.49) |
< | Wed Aug 31 2016 | Gas company              | (    2,165.68) | (   57,850.17) |
< | Sun Sep  4 2016 | Grocery                  | (    3,852.05) | (   61,702.22) |
< | Tue Nov 22 2016 | Interest                 |      4,472.53  | (   57,229.69) |
< | Wed Dec 28 2016 | Grocery                  | (      574.96) | (   57,804.65) |
< | Fri Jan 27 2017 | Paycheck                 |      2,428.68  | (   55,375.97) |
< | Thu Feb 23 2017 | Rent                     | (    1,752.60) | (   57,128.57) |
< | Mon Mar 20 2017 | Bonus                    |      6,071.15  | (   51,057.42) |
< | Mon Jun 12 2017 | Bonus                    |      1,101.74  | (   49,955.68) |
< | Sun Feb 11 2018 | Interest                 |         92.78  | (   49,862.90) |
< | Thu Mar  1 2018 | Phone bill               | (      990.92) | (   50,853.82) |
< | Sat Mar  3 2018 | Rent                     | (    4,175.44) | (   55,029.26) |
< | Thu Mar 15 2018 | Interest                 |      3,825.13  | (   51,204.13) |
< | Fri Apr 13 2018 | Royalty check            |      3,638.63  | (   47,565.50) |
< | Tue Jun 19 2018 | Paycheck                 |      3,241.70  | (   44,323.80) |
< | Fri Jul 27 2018 | Phone bill               | (    5,820.85) | (   50,144.65) |
< | Wed Jan  2 2019 | Grocery                  | (    3,605.90) | (   53,750.55) |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f14
4,47c4,7
< | Fri Aug  8 2008 | Gas company              | (      573.27) | (      573.27) |
< | Wed Nov  5 2008 | Bonus                    |      4,383.73  |      3,810.46  |
< | Fri Jan 16 2009 | Interest                 |      1,824.42  |      5,634.88  |
< | Fri Jan 16 2009 | Interest                 |      3,686.78  |      9,321.66  |
< | Sat Jan 31 2009 | Interest                 |      3,485.65  |     12,807.31  |
< | Tue Feb 24 2009 | Bonus                    |      2,043.79  |     14,851.10  |
< | Wed Feb 25 2009 | Bonus                    |      2,266.81  |     17,117.91  |
< | Thu Jul 30 2009 | Gas company              | (    4,928.75) |     12,189.16  |
< | Tue Sep 29 2009 | Grocery                  | (    3,004.72) |      9,184.44  |
< | Sun Nov  6 2011 | Bonus                    |      4,316.74  |     13,501.18  |
< | Wed Mar  7 2012 | Cable TV                 | (    2,104.45) |     11,396.73  |
< | Thu Mar  8 2012 | Bonus                    |         11.72  |     11,408.45  |
< | Thu May  3 2012 | Rent                     | (    5,755.75) |      5,652.70  |
< | Mon Nov 19 2012 | Phone bill               | (    4,593.29) |      1,059.41  |
< | Sat Dec 15 2012 | Paycheck                 |      3,390.07  |      4,449.48  |
< | Sun Dec 16 2012 | Interest                 |      5,636.80  |     10,086.28  |
< | Fri Dec 28 2012 | Bonus                    |      2,100.72  |     12,187.00  |
< | Tue Feb  5 2013 | Royalty check            |      3,268.75  |     15,455.75  |
< | Thu May  9 2013 | Royalty check            |        521.25  |     15,977.00  |
< | Mon Jul 22 2013 | Phone bill               | (    6,263.37) |      9,713.63  |
< | Thu Aug  8 2013 | Gas company              | (    2,653.62) |      7,060.01  |
< | Thu Apr  3 2014 | Phone bill               | (    4,540.04) |      2,519.97  |
< | Sun May  4 2014 | Interest                 |      3,910.83  |      6,430.80  |
< | Sat Jan 31 2015 | Royalty check            |      1,177.67  |      7,608.47  |
< | Sun Jun 14 2015 | Grocery                  | (    3,898.78) |      3,709.69  |
< | Sat Nov 28 2015 | Paycheck                 |      5,013.83  |      8,723.52  |
< | Thu Jul  7 2016 | Interest                 |      5,624.95  |     14,348.47  |
< | Tue Aug  9 2016 | Royalty check            |      5,331.64  |     19,680.11  |
< | Sat Feb 11 2017 | Paycheck                 |      3,595.27  |     23,275.38  |
< | Tue Jun 27 2017 | Gas company              | (    5,485.50) |     17,789.88  |
< | Mon Oct 30 2017 | Cable TV                 | (    4,698.63) |     13,091.25  |
< | Thu Nov 30 2017 | Paycheck                 |      5,332.01  |     18,423.26  |
< | Mon Dec 18 2017 | Paycheck                 |      1,626.63  |     20,049.89  |
< | Sun Jan 21 2018 | Gas company              | (    3,637.91) |     16,411.98  |
< | Sat Apr  7 2018 | Cable TV                 | (      871.15) |     15,540.83  |
< | Thu Jun 28 2018 | Gas company              | (    1,562.72) |     13,978.11  |
< | Mon Jul  9 2018 | Gas company              | (    5,162.35) |      8,815.76  |
< | Sat Jul 14 2018 | Grocery                  | (      640.44) |      8,175.32  |
< | Tue Sep 11 2018 | Bonus                    |        656.92  |      8,832.24  |
< | Sat Oct 27 2018 | Grocery                  | (    5,308.42) |      3,523.82  |
< | Mon Nov 26 2018 | Paycheck                 |        264.53  |      3,788.35  |
< | Fri Dec  7 2018 | Gas company              | (    3,198.55) |        589.80  |
< | Mon Feb  4 2019 | Interest                 |      2,369.43  |      2,959.23  |
< | Sun Feb 10 2019 | Cable TV                 | (    3,453.19) | (      493.96) |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f15
4,165c4,7
< | Fri Jan 11 2008 | Grocery                  | (    2,212.26) | (    2,212.26) |
< | Sat Jan 19 2008 | Bonus                    |      5,972.20  |      3,759.94  |
< | Thu Feb 28 2008 | Paycheck                 |      1,474.72  |      5,234.66  |
< | Wed Mar 19 2008 | Royalty check            |      3,881.46  |      9,116.12  |
< | Fri Mar 21 2008 | Royalty check            |      6,344.11  |     15,460.23  |
< | Mon Mar 31 2008 | Bonus                    |      3,931.45  |     19,391.68  |
< | Thu Apr  3 2008 | Grocery                  | (    3,421.69) |     15,969.99  |
< | Sat Apr 12 2008 | Gas company              | (    1,760.58) |     14,209.41  |
< | Wed May  7 2008 | Interest                 |      4,955.51  |     19,164.92  |
< | Tue May 27 2008 | Cable TV                 | (    3,758.56) |     15,406.36  |
< | Tue Jun 10 2008 | Interest                 |      3,794.51  |     19,200.87  |
< | Tue Jun 17 2008 | Paycheck                 |        250.86  |     19,451.73  |
< | Sat Jul  5 2008 | Gas company              | (    1,172.11) |     18,279.62  |
< | Thu Jul 24 2008 | Royalty check            |      2,683.07  |     20,962.69  |
< | Mon Aug  4 2008 | Paycheck                 |      1,044.83  |     22,007.52  |
< | Thu Aug 21 2008 | Department of water & po | (    5,435.77) |     16,571.75  |
< | Tue Aug 26 2008 | Phone bill               | (    5,599.87) |     10,971.88  |
